instance,tw,n,kn,time,phase,minseps,pmcs
CFG_fuzix_fuzix_pathconf_fpathconf.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_pathconf_pathconf.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_pause_pause.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_perror_perror.gr,2,23,0,0.01,1,0,0
CFG_fuzix_fuzix_perror_wr2.gr,2,17,0,0.01,1,0,0
CFG_fuzix_fuzix_popen_pclose.gr,2,14,0,0.01,1,0,0
CFG_fuzix_fuzix_popen_popen.gr,2,76,0,0.02,1,0,0
CFG_fuzix_fuzix_printf_printf.gr,1,15,0,0.02,1,0,0
CFG_fuzix_fuzix_process_chksigs.gr,3,67,0,0.02,1,0,0
CFG_fuzix_fuzix_process_doexit.gr,2,110,0,0.01,1,0,0
CFG_fuzix_fuzix_process_exec_or_die.gr,1,13,0,0.01,1,0,0
CFG_fuzix_fuzix_process_getproc.gr,2,32,0,0.01,1,0,0
CFG_fuzix_fuzix_process_load_average.gr,2,39,0,0.02,1,0,0
CFG_fuzix_fuzix_process_newproc.gr,2,94,0,0.02,1,0,0
CFG_fuzix_fuzix_process_panic.gr,1,11,0,0.01,1,0,0
CFG_fuzix_fuzix_process_psleep.gr,2,46,0,0.03,1,0,0
CFG_fuzix_fuzix_process_ptab_alloc.gr,2,73,0,0.01,1,0,0
CFG_fuzix_fuzix_process_pwake.gr,2,12,0,0.01,1,0,0
CFG_fuzix_fuzix_process_sgrpsig.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_process_ssig.gr,3,43,0,0.01,1,0,0
CFG_fuzix_fuzix_process_timer_interrupt.gr,2,86,0,0.02,1,0,0
CFG_fuzix_fuzix_process_unix_syscall.gr,2,42,0,0.01,1,0,0
CFG_fuzix_fuzix_process_wakeup.gr,2,27,0,0.03,1,0,0
CFG_fuzix_fuzix_putenv_putenv.gr,3,109,0,0.02,1,0,0
CFG_fuzix_fuzix_putgetch__getchar.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_putgetch__putchar.gr,1,12,0,0.01,1,0,0
CFG_fuzix_fuzix_putpwent_putpwent.gr,2,41,0,0.01,1,0,0
CFG_fuzix_fuzix_pwent_endpwent.gr,2,10,0,0.01,1,0,0
CFG_fuzix_fuzix_pwent_getpwent.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_pwent_setpwent.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_qsort__lqsort.gr,3,89,0,0.01,1,0,0
CFG_fuzix_fuzix_qsort__nqsort.gr,3,148,0,0.01,1,0,0
CFG_fuzix_fuzix_qsort__wqsort.gr,3,91,0,0.01,1,0,0
CFG_fuzix_fuzix_qsort_qsort.gr,2,44,0,0.01,1,0,0
CFG_fuzix_fuzix_raise_raise.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_ran_rand.gr,2,46,0,0.01,1,0,0
CFG_fuzix_fuzix_ran_srand.gr,1,17,0,0.01,1,0,0
CFG_fuzix_fuzix_readdir_readdir.gr,3,60,0,0.02,1,0,0
CFG_fuzix_fuzix_readlink_readlink.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_realloc_realloc.gr,2,31,0,0.01,1,0,0
CFG_fuzix_fuzix_regerror_regerror.gr,1,14,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_reg.gr,3,135,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regatom.gr,4,268,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regbranch.gr,3,49,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regc.gr,2,14,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regcomp.gr,2,118,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regexec.gr,3,97,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_reginsert.gr,2,29,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regmatch.gr,3,262,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regnext.gr,2,33,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regnode.gr,2,21,0,0.01,1,0,0
CFG_fuzix_fuzix_regexp_regoptail.gr,2,20,0,0.03,1,0,0
CFG_fuzix_fuzix_regexp_regpiece.gr,3,140,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regrepeat.gr,3,83,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regtail.gr,2,38,0,0.02,1,0,0
CFG_fuzix_fuzix_regexp_regtry.gr,2,30,0,0.01,1,0,0
CFG_fuzix_fuzix_regsub_regsub.gr,3,96,0,0.01,1,0,0
CFG_fuzix_fuzix_remove_remove.gr,2,21,0,0.02,1,0,0
CFG_fuzix_fuzix_revoke_frevoke.gr,1,9,0,0.0,1,0,0
CFG_fuzix_fuzix_rewin_fseek.gr,3,67,0,0.01,1,0,0
CFG_fuzix_fuzix_rewin_rewind.gr,1,13,0,0.01,1,0,0
CFG_fuzix_fuzix_rindex_rindex.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_scanf_scanf.gr,1,15,0,0.01,1,0,0
CFG_fuzix_fuzix_se_Memcmp.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_se_address.gr,0,0,0,0.01,1,0,0
CFG_fuzix_fuzix_se_advance.gr,4,283,0,0.04,1,0,0
CFG_fuzix_fuzix_se_cmdcomp.gr,0,0,0,0.01,1,0,0
CFG_fuzix_fuzix_se_cmdline.gr,3,130,0,0.02,1,0,0
CFG_fuzix_fuzix_se_command.gr,1,2,0,0.01,1,0,0
CFG_fuzix_fuzix_se_compile.gr,3,298,0,0.02,1,0,0
CFG_fuzix_fuzix_se_dosub.gr,3,111,0,0.02,1,0,0
CFG_fuzix_fuzix_se_execute.gr,3,101,0,0.02,1,0,0
CFG_fuzix_fuzix_se_get.gr,2,37,0,0.01,1,0,0
CFG_fuzix_fuzix_se_getline.gr,3,44,0,0.01,1,0,0
CFG_fuzix_fuzix_se_gettext.gr,3,52,0,0.02,1,0,0
CFG_fuzix_fuzix_se_initget.gr,2,14,0,0.01,1,0,0
CFG_fuzix_fuzix_se_listto.gr,2,146,0,0.02,1,0,0
CFG_fuzix_fuzix_se_main.gr,2,131,0,0.03,1,0,0
CFG_fuzix_fuzix_se_match.gr,3,78,0,0.01,1,0,0
CFG_fuzix_fuzix_se_openfile.gr,2,24,0,0.03,1,0,0
CFG_fuzix_fuzix_se_place.gr,2,27,0,0.01,1,0,0
CFG_fuzix_fuzix_se_quit.gr,1,6,0,0.01,1,0,0
CFG_fuzix_fuzix_se_readout.gr,2,96,0,0.02,1,0,0
CFG_fuzix_fuzix_se_recomp.gr,4,304,0,0.02,1,0,0
CFG_fuzix_fuzix_se_resolve.gr,2,45,0,0.02,1,0,0
CFG_fuzix_fuzix_se_rhscomp.gr,3,44,0,0.01,1,0,0
CFG_fuzix_fuzix_se_search.gr,3,24,0,0.03,1,0,0
CFG_fuzix_fuzix_se_selected.gr,2,88,0,0.01,1,0,0
CFG_fuzix_fuzix_se_substitute.gr,3,44,0,0.01,1,0,0
CFG_fuzix_fuzix_se_truncated.gr,0,0,0,0.01,1,0,0
CFG_fuzix_fuzix_se_ycomp.gr,3,83,0,0.02,1,0,0
CFG_fuzix_fuzix_setbuffer_setbuffer.gr,2,43,0,0.01,1,0,0
CFG_fuzix_fuzix_setenv_setenv.gr,3,122,0,0.01,1,0,0
CFG_fuzix_fuzix_setenv_unsetenv.gr,3,32,0,0.01,1,0,0
CFG_fuzix_fuzix_setjmp_longjmp.gr,1,5,0,0.01,1,0,0
CFG_fuzix_fuzix_setjmp_setjmp.gr,1,5,0,0.01,1,0,0
CFG_fuzix_fuzix_settimeofday_settimeofday.gr,2,13,0,0.01,1,0,0
CFG_fuzix_fuzix_setvbuf_setvbuf.gr,2,65,0,0.02,1,0,0
CFG_fuzix_fuzix_sleep_div10quicki.gr,1,21,0,0.01,1,0,0
CFG_fuzix_fuzix_sleep_sleep.gr,2,27,0,0.02,1,0,0
CFG_fuzix_fuzix_sprintf_sprintf.gr,1,20,0,0.02,1,0,0
CFG_fuzix_fuzix_sscanf_sscanf.gr,1,15,0,0.01,1,0,0
CFG_fuzix_fuzix_start_bootdevice.gr,2,40,0,0.03,1,0,0
CFG_fuzix_fuzix_start_bufinit.gr,2,17,0,0.01,1,0,0
CFG_fuzix_fuzix_start_create_init.gr,2,42,0,0.02,1,0,0
CFG_fuzix_fuzix_start_fstabinit.gr,2,14,0,0.01,1,0,0
CFG_fuzix_fuzix_start_fuzix_main.gr,2,134,0,0.01,1,0,0
CFG_fuzix_fuzix_start_tty_init.gr,2,20,0,0.03,1,0,0
CFG_fuzix_fuzix_stat_fstat.gr,2,18,0,0.03,1,0,0
CFG_fuzix_fuzix_stat_stat.gr,2,18,0,0.01,1,0,0
CFG_fuzix_fuzix_stat_statfix.gr,1,52,0,0.01,1,0,0
CFG_fuzix_fuzix_stdio0___stdio_close_all.gr,2,25,0,0.01,1,0,0
CFG_fuzix_fuzix_stdio0___stdio_init_vars.gr,2,15,0,0.02,1,0,0
CFG_fuzix_fuzix_strcasecmp_strcasecmp.gr,3,34,0,0.01,1,0,0
CFG_fuzix_fuzix_strcasestr_strcasestr.gr,3,35,0,0.01,1,0,0
CFG_fuzix_fuzix_strdup_strdup.gr,2,19,0,0.02,1,0,0
CFG_fuzix_fuzix_stricmp_stricmp.gr,3,45,0,0.02,1,0,0
CFG_fuzix_fuzix_strlcpy_strlcat.gr,2,22,0,0.01,1,0,0
CFG_fuzix_fuzix_strlcpy_strlcpy.gr,2,24,0,0.02,1,0,0
CFG_fuzix_fuzix_strncasecmp_strncasecmp.gr,3,38,0,0.01,1,0,0
CFG_fuzix_fuzix_strnicmp_strnicmp.gr,3,50,0,0.01,1,0,0
CFG_fuzix_fuzix_strsep_strsep.gr,2,23,0,0.01,1,0,0
CFG_fuzix_fuzix_strto_strtod.gr,2,158,0,0.01,1,0,0
CFG_fuzix_fuzix_strtol_strtol.gr,2,33,0,0.01,1,0,0
CFG_fuzix_fuzix_strtol_strtoul.gr,3,107,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapin.gr,2,30,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapmap_add.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapneeded.gr,2,15,0,0.02,1,0,0
CFG_fuzix_fuzix_swap_swapout.gr,2,30,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapper.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapread.gr,1,19,0,0.01,1,0,0
CFG_fuzix_fuzix_swap_swapvictim.gr,2,49,0,0.03,1,0,0
CFG_fuzix_fuzix_swap_swapwrite.gr,1,19,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_exec__execve.gr,3,294,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_exec_bload.gr,3,62,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_exec_close_on_exec.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_exec_rargs.gr,3,48,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_exec_wargs.gr,2,60,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__access.gr,2,58,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__acct.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__chdir.gr,2,21,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__chmod.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__chown.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__chroot.gr,2,25,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__fchdir.gr,2,22,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs2__fchmod.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__fchown.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__fcntl.gr,3,101,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs2__flock.gr,3,123,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs2__getfsys.gr,2,34,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs2__link.gr,3,93,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs2__mknod.gr,3,83,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__open.gr,3,211,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__uname.gr,2,48,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2__utime.gr,4,84,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2_chdiroot_op.gr,2,20,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs2_chmod_op.gr,2,29,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs2_chown_op.gr,2,27,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs__close.gr,1,10,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__dup.gr,2,41,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__dup2.gr,3,51,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__fstat.gr,2,21,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__getdirent.gr,2,16,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs__ioctl.gr,2,44,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs__lseek.gr,3,84,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs__pipe.gr,3,83,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs__read.gr,2,32,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs__stat.gr,2,24,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__sync.gr,2,30,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__umask.gr,1,12,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs__unlink.gr,2,44,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_fs__write.gr,2,32,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs_dup_op.gr,2,28,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs_stcpy.gr,1,36,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_fs_unlinki.gr,2,40,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_fs_updoff.gr,1,17,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_other__mkdir.gr,3,118,0,0.03,1,0,0
CFG_fuzix_fuzix_syscall_other__mount.gr,3,105,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_other__nice.gr,2,36,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_other__profil.gr,2,49,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_other__rename.gr,3,130,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_other__rmdir.gr,3,97,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_other__uadmin.gr,3,24,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_other__umount.gr,3,84,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc___exit.gr,1,10,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__alarm.gr,1,17,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__brk.gr,2,30,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_proc__fork.gr,2,32,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__getegid.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__geteuid.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__getgid.gr,1,7,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__getpid.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__getppid.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__getuid.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__kill.gr,3,76,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__pause.gr,2,27,0,0.02,1,0,0
CFG_fuzix_fuzix_syscall_proc__sbrk.gr,2,24,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__setgid.gr,2,28,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__setpgrp.gr,1,11,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__setuid.gr,2,31,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__sigdisp.gr,2,37,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__signal.gr,3,74,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__stime.gr,3,34,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__time.gr,2,48,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__times.gr,1,30,0,0.01,1,0,0
CFG_fuzix_fuzix_syscall_proc__waitpid.gr,3,131,0,0.01,1,0,0
CFG_fuzix_fuzix_sysconf_sysconf.gr,3,142,0,0.01,1,0,0
CFG_fuzix_fuzix_system_system.gr,3,76,0,0.02,1,0,0
CFG_fuzix_fuzix_tcdrain_tcdrain.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_tcflow_tcflow.gr,1,6,0,0.01,1,0,0
CFG_fuzix_fuzix_tcflush_tcflush.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_tcgetattr_tcgetattr.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_tcsetattr_tcsetattr.gr,2,18,0,0.02,1,0,0
CFG_fuzix_fuzix_time_time.gr,2,18,0,0.02,1,0,0
CFG_fuzix_fuzix_timer_inittod.gr,1,6,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_rdtime.gr,1,15,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_rdtime32.gr,1,12,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_set_timer_duration.gr,2,18,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_timer_expired.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_updatetod.gr,2,31,0,0.01,1,0,0
CFG_fuzix_fuzix_timer_wrtime.gr,1,15,0,0.01,1,0,0
CFG_fuzix_fuzix_tmpnam_tmpnam.gr,3,63,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_carrier_drop.gr,2,12,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_carrier_raise.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_close.gr,2,20,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_echo.gr,2,13,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_erase.gr,1,13,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_hangup.gr,1,26,0,0.02,1,0,0
CFG_fuzix_fuzix_tty_tty_inproc.gr,3,192,0,0.03,1,0,0
CFG_fuzix_fuzix_tty_tty_ioctl.gr,3,90,0,0.02,1,0,0
CFG_fuzix_fuzix_tty_tty_open.gr,3,78,0,0.03,1,0,0
CFG_fuzix_fuzix_tty_tty_outproc.gr,1,10,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_putc_wait.gr,2,22,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_read.gr,4,123,0,0.01,1,0,0
CFG_fuzix_fuzix_tty_tty_write.gr,3,90,0,0.01,1,0,0
CFG_fuzix_fuzix_ttyname_ttyname.gr,3,86,0,0.02,1,0,0
CFG_fuzix_fuzix_tzset_tzset.gr,2,48,0,0.01,1,0,0
CFG_fuzix_fuzix_ungetc_ungetc.gr,2,42,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_uget.gr,2,18,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_ugetc.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_ugets.gr,2,24,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_ugetw.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_uput.gr,2,18,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_uputc.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_uputw.gr,2,16,0,0.02,1,0,0
CFG_fuzix_fuzix_usermem_uzero.gr,2,16,0,0.01,1,0,0
CFG_fuzix_fuzix_usermem_valaddr.gr,2,28,0,0.02,1,0,0
CFG_fuzix_fuzix_utent_endutent.gr,2,10,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_getutent.gr,2,26,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_getutid.gr,3,43,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_getutline.gr,3,24,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_pututline.gr,2,38,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_setutent.gr,3,30,0,0.01,1,0,0
CFG_fuzix_fuzix_utent_utmpname.gr,2,7,0,0.01,1,0,0
CFG_fuzix_fuzix_utimes_utimes.gr,2,26,0,0.01,1,0,0
CFG_fuzix_fuzix_utsname_uname.gr,3,54,0,0.01,1,0,0
CFG_fuzix_fuzix_vfprintf_prtfld.gr,3,92,0,0.01,1,0,0
CFG_fuzix_fuzix_vfprintf_vfprintf.gr,6,338,17,0.03,4,124,129
CFG_fuzix_fuzix_vfscanf_vfscanf.gr,6,587,11,0.06,4,43,27
CFG_fuzix_fuzix_vprintf_vprintf.gr,1,11,0,0.01,1,0,0
CFG_fuzix_fuzix_vscanf_vscanf.gr,1,11,0,0.02,1,0,0
CFG_fuzix_fuzix_vsscanf_vsscanf.gr,1,15,0,0.02,1,0,0
CFG_fuzix_fuzix_vt_char_addr.gr,1,9,0,0.02,1,0,0
CFG_fuzix_fuzix_vt_charout.gr,3,48,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_clear_across.gr,1,14,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_clear_lines.gr,1,15,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_cursor_fix.gr,2,25,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_cursor_off.gr,2,7,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_cursor_on.gr,1,12,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_escout.gr,2,89,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_plot_char.gr,1,10,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_scroll_down.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_scroll_up.gr,1,8,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_vt_inproc.gr,2,15,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_vt_ioctl.gr,2,55,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_vtinit.gr,1,11,0,0.01,1,0,0
CFG_fuzix_fuzix_vt_vtoutput.gr,2,50,0,0.01,1,0,0
CFG_fuzix_fuzix_wait_wait.gr,1,9,0,0.01,1,0,0
CFG_fuzix_fuzix_xitoa__itoa.gr,1,8,0,0.01,1,0,0
CFG_stdlib_stdlib_CheckTime.gr,2,50,0,0.01,1,0,0
CFG_stdlib_stdlib_RtcRead.gr,1,5,0,0.01,1,0,0
CFG_stdlib_stdlib_abs.gr,2,13,0,0.01,1,0,0
CFG_stdlib_stdlib_acosf.gr,2,23,0,0.01,1,0,0
CFG_stdlib_stdlib_asctime.gr,1,52,0,0.01,1,0,0
CFG_stdlib_stdlib_asincosf.gr,3,128,0,0.01,1,0,0
CFG_stdlib_stdlib_asinf.gr,2,23,0,0.01,1,0,0
CFG_stdlib_stdlib_assert.gr,1,13,0,0.01,1,0,0
CFG_stdlib_stdlib_atan2f.gr,2,61,0,0.03,1,0,0
CFG_stdlib_stdlib_atanf.gr,2,98,0,0.01,1,0,0
CFG_stdlib_stdlib_atof.gr,2,122,0,0.01,1,0,0
CFG_stdlib_stdlib_atoi.gr,3,56,0,0.02,1,0,0
CFG_stdlib_stdlib_atol.gr,3,57,0,0.01,1,0,0
CFG_stdlib_stdlib_calculate_digit.gr,2,31,0,0.01,1,0,0
CFG_stdlib_stdlib_calloc.gr,2,17,0,0.02,1,0,0
CFG_stdlib_stdlib_ceilf.gr,2,28,0,0.02,1,0,0
CFG_stdlib_stdlib_cosf.gr,2,11,0,0.01,1,0,0
CFG_stdlib_stdlib_coshf.gr,1,8,0,0.01,1,0,0
CFG_stdlib_stdlib_cotf.gr,2,24,0,0.01,1,0,0
CFG_stdlib_stdlib_ctime.gr,1,9,0,0.01,1,0,0
CFG_stdlib_stdlib_divschar.gr,1,10,0,0.01,1,0,0
CFG_stdlib_stdlib_divsint.gr,2,30,0,0.01,1,0,0
CFG_stdlib_stdlib_divslong.gr,2,32,0,0.01,1,0,0
CFG_stdlib_stdlib_divslonglong.gr,2,31,0,0.01,1,0,0
CFG_stdlib_stdlib_divsuchar.gr,1,11,0,0.01,1,0,0
CFG_stdlib_stdlib_divulong.gr,2,28,0,0.01,1,0,0
CFG_stdlib_stdlib_divulonglong.gr,2,28,0,0.01,1,0,0
CFG_stdlib_stdlib_divuschar.gr,1,11,0,0.01,1,0,0
CFG_stdlib_stdlib_expf.gr,2,115,0,0.02,1,0,0
CFG_stdlib_stdlib_fabsf.gr,1,13,0,0.01,1,0,0
CFG_stdlib_stdlib_floorf.gr,2,27,0,0.02,1,0,0
CFG_stdlib_stdlib_free.gr,2,27,0,0.02,1,0,0
CFG_stdlib_stdlib_frexpf.gr,1,26,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2schar.gr,2,17,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2sint.gr,2,17,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2slong.gr,2,20,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2uchar.gr,2,13,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2uint.gr,2,13,0,0.01,1,0,0
CFG_stdlib_stdlib_fs2ulong.gr,2,35,0,0.01,1,0,0
CFG_stdlib_stdlib_fsadd.gr,3,143,0,0.01,1,0,0
CFG_stdlib_stdlib_fsdiv.gr,2,132,0,0.01,1,0,0
CFG_stdlib_stdlib_fseq.gr,2,26,0,0.01,1,0,0
CFG_stdlib_stdlib_fsgt.gr,3,44,0,0.01,1,0,0
CFG_stdlib_stdlib_fslt.gr,3,44,0,0.01,1,0,0
CFG_stdlib_stdlib_fsmul.gr,2,138,0,0.04,1,0,0
CFG_stdlib_stdlib_fsneq.gr,2,26,0,0.01,1,0,0
CFG_stdlib_stdlib_fssub.gr,1,11,0,0.01,1,0,0
CFG_stdlib_stdlib_gets.gr,2,45,0,0.02,1,0,0
CFG_stdlib_stdlib_gmtime.gr,2,117,0,0.02,1,0,0
CFG_stdlib_stdlib_isalnum.gr,3,21,0,0.01,1,0,0
CFG_stdlib_stdlib_isalpha.gr,3,23,0,0.01,1,0,0
CFG_stdlib_stdlib_isblank.gr,2,15,0,0.01,1,0,0
CFG_stdlib_stdlib_iscntrl.gr,2,15,0,0.01,1,0,0
CFG_stdlib_stdlib_isdigit.gr,2,17,0,0.01,1,0,0
CFG_stdlib_stdlib_isgraph.gr,2,16,0,0.01,1,0,0
CFG_stdlib_stdlib_islower.gr,2,17,0,0.01,1,0,0
CFG_stdlib_stdlib_isprint.gr,2,16,0,0.02,1,0,0
CFG_stdlib_stdlib_ispunct.gr,2,21,0,0.01,1,0,0
CFG_stdlib_stdlib_isspace.gr,2,23,0,0.01,1,0,0
CFG_stdlib_stdlib_isupper.gr,2,17,0,0.01,1,0,0
