instance,tw,info_ghtw_n,info_ghtw_kn,triang_ghtw,info_ghtw_phase,info_ghtw_minseps,info_ghtw_pmcs
hypergraphs_Nonogram-010-table.xml.hg,-1,400,400,TO,2,56376449,0
hypergraphs_Nonogram-011-table.xml.hg,-1,576,576,TO,2,35080547,0
hypergraphs_Nonogram-012-table.xml.hg,-1,1024,1024,TO,2,19295762,0
hypergraphs_Nonogram-013-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-014-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-015-table.xml.hg,-1,1024,1024,TO,2,19061683,0
hypergraphs_Nonogram-016-table.xml.hg,-1,1024,1024,TO,2,18826791,0
hypergraphs_Nonogram-017-table.xml.hg,-1,400,400,TO,2,55635983,0
hypergraphs_Nonogram-018-table.xml.hg,-1,576,576,TO,2,35296044,0
hypergraphs_Nonogram-020-table.xml.hg,-1,1024,1024,TO,2,19191005,0
hypergraphs_Nonogram-021-table.xml.hg,-1,576,576,TO,2,33637058,0
hypergraphs_Nonogram-022-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-023-table.xml.hg,-1,576,576,TO,2,35080547,0
hypergraphs_Nonogram-024-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-025-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-027-table.xml.hg,-1,576,576,TO,2,34521887,0
hypergraphs_Nonogram-028-table.xml.hg,-1,1024,1024,TO,2,19522555,0
hypergraphs_Nonogram-029-table.xml.hg,-1,576,576,TO,2,35171772,0
hypergraphs_Nonogram-030-table.xml.hg,-1,400,400,TO,2,56251261,0
hypergraphs_Nonogram-031-table.xml.hg,-1,576,576,TO,2,33509289,0
hypergraphs_Nonogram-032-table.xml.hg,-1,400,400,TO,2,56293393,0
hypergraphs_Nonogram-033-table.xml.hg,-1,1024,1024,TO,2,19191005,0
hypergraphs_Nonogram-034-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-035-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-036-table.xml.hg,-1,1024,1024,TO,2,19522555,0
hypergraphs_Nonogram-037-table.xml.hg,-1,400,400,TO,2,53849489,0
hypergraphs_Nonogram-038-table.xml.hg,-1,980,980,TO,2,18986476,0
hypergraphs_Nonogram-039-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-040-table.xml.hg,-1,640,640,TO,2,34013249,0
hypergraphs_Nonogram-041-table.xml.hg,-1,256,256,TO,2,95851064,0
hypergraphs_Nonogram-042-table.xml.hg,-1,256,256,TO,2,92370031,0
hypergraphs_Nonogram-043-table.xml.hg,-1,256,256,TO,2,94404033,0
hypergraphs_Nonogram-044-table.xml.hg,-1,576,576,TO,2,35296044,0
hypergraphs_Nonogram-045-table.xml.hg,-1,256,256,TO,2,95505374,0
hypergraphs_Nonogram-047-table.xml.hg,-1,400,400,TO,2,56472064,0
hypergraphs_Nonogram-048-table.xml.hg,-1,400,400,TO,2,53801419,0
hypergraphs_Nonogram-049-table.xml.hg,-1,256,256,TO,2,95182881,0
hypergraphs_Nonogram-050-table.xml.hg,-1,256,256,TO,2,94829227,0
hypergraphs_Nonogram-051-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-053-table.xml.hg,-1,576,576,TO,2,33460116,0
hypergraphs_Nonogram-054-table.xml.hg,-1,576,576,TO,2,35023073,0
hypergraphs_Nonogram-055-table.xml.hg,-1,1024,1024,TO,2,18486456,0
hypergraphs_Nonogram-056-table.xml.hg,-1,256,256,TO,2,92591105,0
hypergraphs_Nonogram-057-table.xml.hg,-1,576,576,TO,2,35023073,0
hypergraphs_Nonogram-058-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-059-table.xml.hg,-1,576,576,TO,2,35206899,0
hypergraphs_Nonogram-060-table.xml.hg,-1,576,576,TO,2,33553180,0
hypergraphs_Nonogram-062-table.xml.hg,-1,256,256,TO,2,94398489,0
hypergraphs_Nonogram-063-table.xml.hg,-1,256,256,TO,2,95884098,0
hypergraphs_Nonogram-064-table.xml.hg,-1,400,400,TO,2,56120580,0
hypergraphs_Nonogram-066-table.xml.hg,-1,400,400,TO,2,56539545,0
hypergraphs_Nonogram-067-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-068-table.xml.hg,-1,256,256,TO,2,96051994,0
hypergraphs_Nonogram-070-table.xml.hg,-1,576,576,TO,2,34816029,0
hypergraphs_Nonogram-072-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-073-table.xml.hg,-1,400,400,TO,2,53696036,0
hypergraphs_Nonogram-074-table.xml.hg,-1,384,384,TO,2,68889367,0
hypergraphs_Nonogram-075-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-076-table.xml.hg,-1,400,400,TO,2,53824944,0
hypergraphs_Nonogram-077-table.xml.hg,-1,1024,1024,TO,2,19522555,0
hypergraphs_Nonogram-078-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-080-table.xml.hg,-1,400,400,TO,2,56398932,0
hypergraphs_Nonogram-081-table.xml.hg,-1,576,576,TO,2,33417957,0
hypergraphs_Nonogram-082-table.xml.hg,-1,784,784,TO,2,25928041,0
hypergraphs_Nonogram-083-table.xml.hg,-1,256,256,TO,2,96051994,0
hypergraphs_Nonogram-084-table.xml.hg,-1,256,256,TO,2,95912237,0
hypergraphs_Nonogram-085-table.xml.hg,-1,576,576,TO,2,35171772,0
hypergraphs_Nonogram-087-table.xml.hg,-1,576,576,TO,2,33509289,0
hypergraphs_Nonogram-089-table.xml.hg,-1,400,400,TO,2,56165883,0
hypergraphs_Nonogram-091-table.xml.hg,-1,1024,1024,TO,2,19191005,0
hypergraphs_Nonogram-092-table.xml.hg,-1,1024,1024,TO,2,18726266,0
hypergraphs_Nonogram-093-table.xml.hg,-1,256,256,TO,2,94609305,0
hypergraphs_Nonogram-094-table.xml.hg,-1,576,576,TO,2,35296044,0
hypergraphs_Nonogram-096-table.xml.hg,-1,576,576,TO,2,34816029,0
hypergraphs_Nonogram-097-table.xml.hg,-1,256,256,TO,2,92641286,0
hypergraphs_Nonogram-098-table.xml.hg,-1,400,400,TO,2,56423070,0
hypergraphs_Nonogram-099-table.xml.hg,-1,576,576,TO,2,35080547,0
hypergraphs_Nonogram-100-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-101-table.xml.hg,-1,435,435,TO,2,57789384,0
hypergraphs_Nonogram-102-table.xml.hg,-1,576,576,TO,2,34724502,0
hypergraphs_Nonogram-104-table.xml.hg,-1,400,400,TO,2,56398932,0
hypergraphs_Nonogram-105-table.xml.hg,-1,1024,1024,TO,2,19295762,0
hypergraphs_Nonogram-106-table.xml.hg,-1,256,256,TO,2,95868705,0
hypergraphs_Nonogram-107-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-108-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-109-table.xml.hg,-1,256,256,TO,2,95320325,0
hypergraphs_Nonogram-110-table.xml.hg,-1,400,400,TO,2,54114759,0
hypergraphs_Nonogram-111-table.xml.hg,-1,576,576,TO,2,34724502,0
hypergraphs_Nonogram-113-table.xml.hg,-1,400,400,TO,2,56539545,0
hypergraphs_Nonogram-114-table.xml.hg,-1,576,576,TO,2,33677486,0
hypergraphs_Nonogram-115-table.xml.hg,-1,400,400,TO,2,53952180,0
hypergraphs_Nonogram-116-table.xml.hg,-1,1024,1024,TO,2,19522555,0
hypergraphs_Nonogram-117-table.xml.hg,-1,400,400,TO,2,56398932,0
hypergraphs_Nonogram-118-table.xml.hg,-1,576,576,TO,2,35171772,0
hypergraphs_Nonogram-119-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-120-table.xml.hg,-1,576,576,TO,2,34707985,0
hypergraphs_Nonogram-121-table.xml.hg,-1,1024,1024,TO,2,19522555,0
hypergraphs_Nonogram-123-table.xml.hg,-1,400,400,TO,2,56277029,0
hypergraphs_Nonogram-124-table.xml.hg,-1,576,576,TO,2,33460116,0
hypergraphs_Nonogram-125-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-126-table.xml.hg,-1,256,256,TO,2,95797625,0
hypergraphs_Nonogram-127-table.xml.hg,-1,256,256,TO,2,94366865,0
hypergraphs_Nonogram-128-table.xml.hg,-1,1024,1024,TO,2,18826791,0
hypergraphs_Nonogram-129-table.xml.hg,-1,576,576,TO,2,34662400,0
hypergraphs_Nonogram-131-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-132-table.xml.hg,-1,400,400,TO,2,55635983,0
hypergraphs_Nonogram-133-table.xml.hg,-1,576,576,TO,2,33509289,0
hypergraphs_Nonogram-134-table.xml.hg,-1,576,576,TO,2,35080547,0
hypergraphs_Nonogram-135-table.xml.hg,-1,672,672,TO,2,29833807,0
hypergraphs_Nonogram-136-table.xml.hg,-1,576,576,TO,2,35206899,0
hypergraphs_Nonogram-137-table.xml.hg,-1,1024,1024,TO,2,18486456,0
hypergraphs_Nonogram-138-table.xml.hg,-1,576,576,TO,2,33553180,0
hypergraphs_Nonogram-140-table.xml.hg,-1,400,400,TO,2,56445536,0
hypergraphs_Nonogram-141-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-142-table.xml.hg,-1,576,576,TO,2,33509289,0
hypergraphs_Nonogram-144-table.xml.hg,-1,256,256,TO,2,96108551,0
hypergraphs_Nonogram-145-table.xml.hg,-1,256,256,TO,2,95969357,0
hypergraphs_Nonogram-146-table.xml.hg,-1,400,400,TO,2,54284118,0
hypergraphs_Nonogram-147-table.xml.hg,-1,400,400,TO,2,53824944,0
hypergraphs_Nonogram-148-table.xml.hg,-1,576,576,TO,2,34707985,0
hypergraphs_Nonogram-149-table.xml.hg,-1,256,256,TO,2,95550648,0
hypergraphs_Nonogram-150-table.xml.hg,-1,576,576,TO,2,34893535,0
hypergraphs_Nonogram-151-table.xml.hg,-1,1024,1024,TO,2,18726266,0
hypergraphs_Nonogram-152-table.xml.hg,-1,400,400,TO,2,56472064,0
hypergraphs_Nonogram-153-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-155-table.xml.hg,-1,256,256,TO,2,95458034,0
hypergraphs_Nonogram-156-table.xml.hg,-1,256,256,TO,2,92291166,0
hypergraphs_Nonogram-157-table.xml.hg,-1,400,400,TO,2,55635983,0
hypergraphs_Nonogram-158-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-159-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-160-table.xml.hg,-1,576,576,TO,2,33592139,0
hypergraphs_Nonogram-161-table.xml.hg,-1,256,256,TO,2,95699425,0
hypergraphs_Nonogram-162-table.xml.hg,-1,576,576,TO,2,35023073,0
hypergraphs_Nonogram-163-table.xml.hg,-1,1024,1024,TO,2,19191005,0
hypergraphs_Nonogram-164-table.xml.hg,-1,256,256,TO,2,93431216,0
hypergraphs_Nonogram-165-table.xml.hg,-1,576,576,TO,2,33677486,0
hypergraphs_Nonogram-166-table.xml.hg,-1,576,576,TO,2,35206899,0
hypergraphs_Nonogram-167-table.xml.hg,-1,576,576,TO,2,33677486,0
hypergraphs_Nonogram-168-table.xml.hg,-1,400,400,TO,2,52700562,0
hypergraphs_Nonogram-169-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-170-table.xml.hg,-1,1024,1024,TO,2,19411790,0
hypergraphs_Nonogram-171-table.xml.hg,-1,256,256,TO,2,95635031,0
hypergraphs_Nonogram-172-table.xml.hg,-1,400,400,TO,2,53507727,0
hypergraphs_Nonogram-173-table.xml.hg,-1,576,576,TO,2,33270538,0
hypergraphs_Nonogram-175-table.xml.hg,-1,576,576,TO,2,35115864,0
hypergraphs_Nonogram-176-table.xml.hg,-1,256,256,TO,2,95835922,0
hypergraphs_Nonogram-177-table.xml.hg,-1,1024,1024,TO,2,18588399,0
hypergraphs_Nonogram-178-table.xml.hg,-1,768,768,TO,2,27723671,0
hypergraphs_Nonogram-179-table.xml.hg,-1,576,576,TO,2,35080547,0
hypergraphs_Nonogram-180-table.xml.hg,-1,1024,1024,TO,2,18826791,0
hypergraphs_Ontology-256-q10.hg,1,10,0,0.04,1,0,0
hypergraphs_Ontology-256-q11.hg,1,16,0,0.04,1,0,0
hypergraphs_Ontology-256-q12.hg,1,13,0,0.05,1,0,0
hypergraphs_Ontology-256-q13.hg,1,19,0,0.05,1,0,0
hypergraphs_Ontology-256-q14.hg,1,11,0,0.05,1,0,0
hypergraphs_Ontology-256-q15.hg,1,12,0,0.04,1,0,0
hypergraphs_Ontology-256-q16.hg,1,21,0,0.04,1,0,0
hypergraphs_Ontology-256-q17.hg,1,24,0,0.04,1,0,0
hypergraphs_Ontology-256-q18.hg,1,22,0,0.04,1,0,0
hypergraphs_Ontology-256-q19.hg,1,17,0,0.05,1,0,0
hypergraphs_Ontology-256-q1.hg,1,4,0,0.03,1,0,0
hypergraphs_Ontology-256-q20.hg,1,19,0,0.05,1,0,0
hypergraphs_Ontology-256-q2.hg,1,7,0,0.04,1,0,0
hypergraphs_Ontology-256-q3.hg,1,9,0,0.02,1,0,0
hypergraphs_Ontology-256-q4.hg,1,6,0,0.04,1,0,0
hypergraphs_Ontology-256-q5.hg,1,7,0,0.04,1,0,0
hypergraphs_Ontology-256-q6.hg,1,13,0,0.03,1,0,0
hypergraphs_Ontology-256-q7.hg,1,8,0,0.03,1,0,0
hypergraphs_Ontology-256-q8.hg,1,11,0,0.04,1,0,0
hypergraphs_Ontology-256-q9.hg,1,8,0,0.04,1,0,0
hypergraphs_par8-1-c.hg,-1,64,63,TO,3,26362064,0
hypergraphs_par8-2-c.hg,-1,68,67,TO,3,75221547,0
hypergraphs_par8-3-c.hg,-1,75,74,TO,2,336710963,0
hypergraphs_par8-4-c.hg,-1,67,66,TO,4,37014760,10616272
hypergraphs_par8-5-c.hg,-1,75,74,TO,2,355077287,0
hypergraphs_Pi-20-10-20-30-00.xml.hg,4,20,20,0.15,5,166,48
hypergraphs_Pi-20-10-20-30-01.xml.hg,4,20,20,0.18,5,161,78
hypergraphs_Pi-20-10-20-30-02.xml.hg,4,20,19,0.23,5,140,110
hypergraphs_Pi-20-10-20-30-03.xml.hg,4,20,19,0.25,5,136,151
hypergraphs_Pi-20-10-20-30-04.xml.hg,5,20,20,0.46,5,242,437
hypergraphs_Pi-20-10-20-30-05.xml.hg,5,20,20,0.41,5,191,424
hypergraphs_Pi-20-10-20-30-06.xml.hg,4,20,20,0.5800000000000001,5,170,604
hypergraphs_Pi-20-10-20-30-07.xml.hg,4,20,19,0.43,5,137,324
hypergraphs_Pi-20-10-20-30-08.xml.hg,5,20,19,0.32,5,160,247
hypergraphs_Pi-20-10-20-30-09.xml.hg,4,20,20,0.22,5,117,125
hypergraphs_Pi-20-10-20-30-10.xml.hg,4,20,20,0.49,5,227,474
hypergraphs_Pi-20-10-20-30-11.xml.hg,4,20,19,0.22,5,127,81
hypergraphs_Pi-20-10-20-30-12.xml.hg,4,20,20,0.15,5,166,56
hypergraphs_Pi-20-10-20-30-13.xml.hg,5,20,20,0.34,5,173,292
hypergraphs_Pi-20-10-20-30-14.xml.hg,4,20,18,0.18,5,88,46
hypergraphs_Pi-20-10-20-30-15.xml.hg,4,20,20,0.36,5,204,288
hypergraphs_Pi-20-10-20-30-16.xml.hg,5,20,20,0.51,5,214,516
hypergraphs_Pi-20-10-20-30-17.xml.hg,5,20,20,0.46,5,189,473
hypergraphs_Pi-20-10-20-30-18.xml.hg,4,20,18,0.21,5,64,92
hypergraphs_Pi-20-10-20-30-19.xml.hg,4,20,20,0.17,5,189,73
hypergraphs_Pi-20-10-20-30-20.xml.hg,4,20,19,0.44,5,155,370
hypergraphs_Pi-20-10-20-30-21.xml.hg,4,20,20,0.39,5,254,342
hypergraphs_Pi-20-10-20-30-22.xml.hg,4,20,20,0.15,5,142,54
hypergraphs_Pi-20-10-20-30-23.xml.hg,4,20,19,0.59,5,239,648
hypergraphs_Pi-20-10-20-30-24.xml.hg,5,20,19,0.49,5,172,503
hypergraphs_Pi-20-10-20-30-25.xml.hg,4,20,20,0.4,5,186,351
hypergraphs_Pi-20-10-20-30-26.xml.hg,4,20,19,0.2,5,95,104
hypergraphs_Pi-20-10-20-30-27.xml.hg,4,20,19,0.35,5,139,246
hypergraphs_Pi-20-10-20-30-28.xml.hg,4,20,20,0.15,5,157,43
hypergraphs_Pi-20-10-20-30-29.xml.hg,4,20,20,0.39,5,220,413
hypergraphs_Pi-20-10-20-30-30.xml.hg,5,20,19,0.5,5,173,431
hypergraphs_Pi-20-10-20-30-31.xml.hg,5,20,20,0.5,5,181,504
hypergraphs_Pi-20-10-20-30-32.xml.hg,4,20,20,0.27,5,151,184
hypergraphs_Pi-20-10-20-30-33.xml.hg,4,20,20,0.17,5,107,59
hypergraphs_Pi-20-10-20-30-34.xml.hg,5,20,20,0.29,5,170,235
hypergraphs_Pi-20-10-20-30-35.xml.hg,5,20,20,0.45,5,186,423
hypergraphs_Pi-20-10-20-30-36.xml.hg,5,20,19,0.44,5,185,378
hypergraphs_Pi-20-10-20-30-37.xml.hg,4,20,20,0.25,5,145,162
hypergraphs_Pi-20-10-20-30-38.xml.hg,4,20,20,0.34,5,208,217
hypergraphs_Pi-20-10-20-30-39.xml.hg,4,20,20,0.38,5,132,336
hypergraphs_Pi-20-10-20-30-40.xml.hg,4,20,19,0.33,5,144,299
hypergraphs_Pi-20-10-20-30-41.xml.hg,4,20,20,0.22,5,142,139
hypergraphs_Pi-20-10-20-30-42.xml.hg,5,20,20,0.35,5,233,277
hypergraphs_Pi-20-10-20-30-43.xml.hg,4,20,20,0.21,5,83,95
hypergraphs_Pi-20-10-20-30-44.xml.hg,5,20,19,0.29,5,171,199
hypergraphs_Pi-20-10-20-30-45.xml.hg,4,20,20,0.16,5,127,75
hypergraphs_Pi-20-10-20-30-46.xml.hg,5,20,19,0.39,5,150,304
hypergraphs_Pi-20-10-20-30-47.xml.hg,5,20,20,0.29,5,229,296
hypergraphs_Pi-20-10-20-30-48.xml.hg,4,20,19,0.33,5,95,244
hypergraphs_Pi-20-10-20-30-49.xml.hg,5,20,20,0.64,5,259,686
hypergraphs_Pi-20-10-20-30-50.xml.hg,4,20,19,0.4,5,183,328
hypergraphs_Pi-20-10-20-30-51.xml.hg,4,20,20,0.2,5,155,100
hypergraphs_Pi-20-10-20-30-52.xml.hg,5,20,20,0.58,5,199,531
hypergraphs_Pi-20-10-20-30-53.xml.hg,5,20,20,0.95,5,337,1048
hypergraphs_Pi-20-10-20-30-54.xml.hg,5,20,20,0.37,5,167,312
hypergraphs_Pi-20-10-20-30-55.xml.hg,5,20,19,0.44,5,208,474
hypergraphs_Pi-20-10-20-30-56.xml.hg,5,20,19,0.32,5,152,274
hypergraphs_Pi-20-10-20-30-57.xml.hg,4,20,20,0.2,5,103,90
hypergraphs_Pi-20-10-20-30-58.xml.hg,4,20,20,0.29,5,154,236
hypergraphs_Pi-20-10-20-30-59.xml.hg,5,20,20,0.92,5,318,1040
hypergraphs_Pi-20-10-20-30-60.xml.hg,4,20,19,0.26,5,96,126
hypergraphs_Pi-20-10-20-30-61.xml.hg,4,20,19,0.32,5,181,305
hypergraphs_Pi-20-10-20-30-62.xml.hg,5,20,20,0.37,5,310,334
hypergraphs_Pi-20-10-20-30-63.xml.hg,4,20,19,0.29,5,78,235
hypergraphs_Pi-20-10-20-30-64.xml.hg,4,20,20,0.37,5,166,376
hypergraphs_Pi-20-10-20-30-65.xml.hg,4,20,20,0.19,5,195,88
hypergraphs_Pi-20-10-20-30-66.xml.hg,4,20,20,0.26,5,134,181
hypergraphs_Pi-20-10-20-30-67.xml.hg,5,20,20,0.6300000000000001,5,216,703
hypergraphs_Pi-20-10-20-30-68.xml.hg,4,20,20,0.7,5,275,830
hypergraphs_Pi-20-10-20-30-69.xml.hg,4,20,20,0.44,5,207,542
hypergraphs_Pi-20-10-20-30-70.xml.hg,4,20,19,0.44,5,153,430
hypergraphs_Pi-20-10-20-30-71.xml.hg,5,20,18,0.53,5,162,487
hypergraphs_Pi-20-10-20-30-72.xml.hg,4,20,19,0.32,5,96,229
hypergraphs_Pi-20-10-20-30-73.xml.hg,4,20,18,0.23,5,103,82
hypergraphs_Pi-20-10-20-30-74.xml.hg,4,20,20,0.24,5,191,133
hypergraphs_Pi-20-10-20-30-75.xml.hg,5,20,20,0.72,5,333,739
hypergraphs_Pi-20-10-20-30-76.xml.hg,5,20,20,0.47,5,263,455
hypergraphs_Pi-20-10-20-30-77.xml.hg,4,20,20,0.2,5,130,107
hypergraphs_Pi-20-10-20-30-78.xml.hg,5,20,20,0.39,5,182,364
hypergraphs_Pi-20-10-20-30-79.xml.hg,4,20,20,0.22,5,167,130
hypergraphs_Pi-20-10-20-30-80.xml.hg,5,20,20,0.41,5,218,420
hypergraphs_Pi-20-10-20-30-81.xml.hg,5,20,20,0.26,5,135,185
hypergraphs_Pi-20-10-20-30-82.xml.hg,4,20,20,0.43,5,239,455
hypergraphs_Pi-20-10-20-30-83.xml.hg,5,20,20,1.47,5,400,1761
hypergraphs_Pi-20-10-20-30-84.xml.hg,5,20,20,0.9,5,341,1003
hypergraphs_Pi-20-10-20-30-85.xml.hg,5,20,20,0.36,5,204,330
hypergraphs_Pi-20-10-20-30-86.xml.hg,4,20,20,0.17,5,172,78
hypergraphs_Pi-20-10-20-30-87.xml.hg,4,20,18,0.23,5,97,99
hypergraphs_Pi-20-10-20-30-88.xml.hg,5,20,20,0.59,5,279,542
hypergraphs_Pi-20-10-20-30-89.xml.hg,5,20,20,0.5,5,287,557
hypergraphs_Pi-20-10-20-30-90.xml.hg,4,20,20,0.48,5,238,453
hypergraphs_Pi-20-10-20-30-91.xml.hg,5,20,20,0.37,5,134,297
hypergraphs_Pi-20-10-20-30-92.xml.hg,4,20,19,0.25,5,78,114
hypergraphs_Pi-20-10-20-30-93.xml.hg,4,20,19,0.18,5,73,53
hypergraphs_Pi-20-10-20-30-94.xml.hg,5,20,20,1.5,5,356,1515
hypergraphs_Pi-20-10-20-30-95.xml.hg,4,20,20,0.19,5,87,91
hypergraphs_Pi-20-10-20-30-96.xml.hg,4,20,20,0.24,5,111,132
hypergraphs_Pi-20-10-20-30-97.xml.hg,4,20,20,0.31,5,175,226
hypergraphs_Pi-20-10-20-30-98.xml.hg,4,20,18,0.23,5,185,136
hypergraphs_Pi-20-10-20-30-99.xml.hg,4,20,20,0.56,5,241,606
hypergraphs_Pi-20-10-20-40-00.xml.hg,4,20,20,0.47,5,205,510
hypergraphs_Pi-20-10-20-40-01.xml.hg,4,20,20,0.6,5,212,677
hypergraphs_Pi-20-10-20-40-02.xml.hg,4,20,19,0.18,5,84,57
hypergraphs_Pi-20-10-20-40-03.xml.hg,4,20,20,0.17,5,126,46
hypergraphs_Pi-20-10-20-40-04.xml.hg,5,20,20,0.32,5,148,279
hypergraphs_Pi-20-10-20-40-05.xml.hg,4,20,19,0.25,5,145,130
hypergraphs_Pi-20-10-20-40-06.xml.hg,4,20,20,0.17,5,113,71
hypergraphs_Pi-20-10-20-40-07.xml.hg,4,20,20,0.4,5,203,380
hypergraphs_Pi-20-10-20-40-08.xml.hg,4,20,18,0.2,5,80,75
hypergraphs_Pi-20-10-20-40-09.xml.hg,5,20,20,1.17,5,324,1311
hypergraphs_Pi-20-10-20-40-10.xml.hg,4,20,19,0.17,5,94,67
hypergraphs_Pi-20-10-20-40-11.xml.hg,4,20,19,0.45,5,206,423
hypergraphs_Pi-20-10-20-40-12.xml.hg,5,20,20,0.54,5,260,523
hypergraphs_Pi-20-10-20-40-13.xml.hg,4,20,20,0.21,5,209,135
hypergraphs_Pi-20-10-20-40-14.xml.hg,4,20,20,0.28,5,182,214
hypergraphs_Pi-20-10-20-40-15.xml.hg,4,20,19,0.23,5,64,112
hypergraphs_Pi-20-10-20-40-16.xml.hg,4,20,19,0.48,5,176,506
hypergraphs_Pi-20-10-20-40-17.xml.hg,4,20,20,0.52,5,190,554
hypergraphs_Pi-20-10-20-40-18.xml.hg,4,20,20,0.29,5,166,224
hypergraphs_Pi-20-10-20-40-19.xml.hg,4,20,18,0.21,5,72,91
hypergraphs_Pi-20-10-20-40-20.xml.hg,4,20,20,0.19,5,100,83
hypergraphs_Pi-20-10-20-40-21.xml.hg,4,20,20,0.41,5,151,405
hypergraphs_Pi-20-10-20-40-22.xml.hg,5,20,20,0.4,5,148,407
hypergraphs_Pi-20-10-20-40-23.xml.hg,5,20,18,0.44,5,116,355
hypergraphs_Pi-20-10-20-40-24.xml.hg,5,20,20,0.42,5,186,409
hypergraphs_Pi-20-10-20-40-25.xml.hg,5,20,20,0.72,5,225,803
hypergraphs_Pi-20-10-20-40-26.xml.hg,4,20,18,0.22,5,127,103
hypergraphs_Pi-20-10-20-40-27.xml.hg,5,20,20,0.51,5,192,511
hypergraphs_Pi-20-10-20-40-28.xml.hg,5,20,20,1.3,5,302,1296
hypergraphs_Pi-20-10-20-40-29.xml.hg,5,20,20,0.73,5,241,775
hypergraphs_Pi-20-10-20-40-30.xml.hg,4,20,18,0.24,5,69,136
hypergraphs_Pi-20-10-20-40-31.xml.hg,4,20,20,0.34,5,202,338
hypergraphs_Pi-20-10-20-40-32.xml.hg,4,20,20,0.17,5,147,69
hypergraphs_Pi-20-10-20-40-33.xml.hg,4,20,20,0.24,5,183,154
hypergraphs_Pi-20-10-20-40-34.xml.hg,5,20,20,0.41,5,184,377
hypergraphs_Pi-20-10-20-40-35.xml.hg,5,20,19,0.9,5,229,923
hypergraphs_Pi-20-10-20-40-36.xml.hg,5,20,19,0.68,5,280,666
hypergraphs_Pi-20-10-20-40-37.xml.hg,4,20,18,0.16,5,155,50
hypergraphs_Pi-20-10-20-40-38.xml.hg,4,20,19,0.23,5,99,122
hypergraphs_Pi-20-10-20-40-39.xml.hg,4,20,20,0.22,5,202,120
hypergraphs_Pi-20-10-20-40-40.xml.hg,4,20,20,0.44,5,150,470
hypergraphs_Pi-20-10-20-40-41.xml.hg,4,20,20,0.2,5,172,128
hypergraphs_Pi-20-10-20-40-42.xml.hg,4,20,19,0.22,5,144,114
hypergraphs_Pi-20-10-20-40-43.xml.hg,4,20,18,0.3,5,124,188
hypergraphs_Pi-20-10-20-40-44.xml.hg,4,20,20,0.23,5,138,152
hypergraphs_Pi-20-10-20-40-45.xml.hg,4,20,20,0.27,5,120,231
hypergraphs_Pi-20-10-20-40-46.xml.hg,4,20,20,0.55,5,228,579
hypergraphs_Pi-20-10-20-40-47.xml.hg,4,20,20,0.21,5,126,120
hypergraphs_Pi-20-10-20-40-48.xml.hg,5,20,20,0.51,5,248,480
hypergraphs_Pi-20-10-20-40-49.xml.hg,5,20,20,0.67,5,302,630
hypergraphs_Pi-20-10-20-40-50.xml.hg,4,20,20,0.2,5,136,121
hypergraphs_Pi-20-10-20-40-51.xml.hg,5,20,20,0.47,5,330,437
hypergraphs_Pi-20-10-20-40-52.xml.hg,5,20,20,0.53,5,278,639
hypergraphs_Pi-20-10-20-40-53.xml.hg,5,20,20,1.13,5,327,1375
hypergraphs_Pi-20-10-20-40-54.xml.hg,5,20,20,0.27,5,144,204
hypergraphs_Pi-20-10-20-40-55.xml.hg,5,20,20,0.71,5,218,857
hypergraphs_Pi-20-10-20-40-56.xml.hg,5,20,20,0.45,5,235,410
hypergraphs_Pi-20-10-20-40-57.xml.hg,4,20,19,0.36,5,145,265
